,brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price
1382,Land,Rover Range Rover P530 SE LWB 7 Seat,2023,350.0,Gasoline,523.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Beige,None reported,Yes,195000.0
1383,Ford,Explorer XLT,2017,169000.0,E85 Flex Fuel,290.0HP 3.5L V6 Cylinder Engine Flex Fuel Capability,A/T,White,Beige,None reported,Yes,13000.0
1384,Ferrari,488 GTB Base,2018,17761.0,Gasoline,3.9L V8 32V GDI DOHC Twin Turbo,7-Speed Automatic with Auto-Shift,Rosso Corsa,Nero,None reported,Yes,243900.0
1385,Chevrolet,Camaro 2SS,2010,8949.0,Gasoline,426.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,M/T,Yellow,Black,None reported,Yes,30000.0
1386,BMW,750 i xDrive,2020,25108.0,Gasoline,523.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,66000.0
1387,Land,Rover Range Rover 3.0L Supercharged HSE,2016,103000.0,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,33999.0
1388,Porsche,911 Carrera 4 Cabriolet,2003,87600.0,Gasoline,315.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,32000.0
1389,Maserati,MC20 Base,2022,1087.0,Gasoline,3.0L V6 24V PDI DOHC Twin Turbo,8-Speed Automatic with Auto-Shift,Matte White,Black,None reported,Yes,279000.0
1390,Mercedes-Benz,CLA-Class CLA 250,2015,76753.0,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Black,At least 1 accident or damage reported,Yes,15999.0
1391,Mercedes-Benz,Metris Base,2019,10500.0,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Brown,None reported,Yes,79500.0
1392,Mercedes-Benz,E-Class E 350 4MATIC,2011,199000.0,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,None reported,Yes,9250.0
1393,Lexus,LS 460 L,2007,127980.0,Gasoline,380.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Beige,None reported,Yes,9999.0
1394,BMW,X6 xDrive40i,2023,16307.0,Hybrid,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Red,White,None reported,Yes,71400.0
1395,Audi,S5 3.0T Prestige,2021,13566.0,Gasoline,3.0L,1-Speed Automatic,Daytona Gray Pearl Effect,Magma Red,None reported,Yes,57900.0
1396,Audi,Q7 Premium Plus,2022,22588.0,Hybrid,3.0 Liter TFSI,Automatic,Navarra Blue,Saiga Beige,None reported,Yes,52598.0
1397,Jaguar,XE 25t,2019,41452.0,Gasoline,247.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,At least 1 accident or damage reported,Yes,22500.0
1398,Genesis,G80 3.3T Sport,2019,57500.0,Gasoline,365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Black,None reported,Yes,32990.0
1399,BMW,M2 Competition,2020,500.0,Gasoline,405.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,70000.0
1400,Subaru,Impreza WRX Premium,2014,55000.0,Gasoline,265.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,White,Black,None reported,Yes,30000.0
1401,GMC,Sierra 2500 Base,2021,8210.0,Gasoline,401.0HP 6.6L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,55000.0
1402,Lincoln,Nautilus Reserve,2021,18160.0,Gasoline,2.7L V6 24V GDI DOHC Twin Turbo,8-Speed Automatic,Silver Radiance,Slate,None reported,Yes,46850.0
1403,Jaguar,XF XFR-S,2013,4279.0,Gasoline,550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,70000.0
1404,Mercedes-Benz,Sprinter Normal Roof,2013,39748.0,Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,54995.0
1405,Toyota,Land Cruiser Base,1998,160000.0,Gasoline,230.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,12490.0
1406,Toyota,Tacoma PreRunner,2013,65000.0,Gasoline,159.0HP 2.7L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,None reported,Yes,20500.0
1407,BMW,Z4 sDrive28i,2016,59000.0,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,None reported,Yes,25000.0
1408,BMW,530e Base,2022,22700.0,Plug-In Hybrid,288.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,A/T,White,Black,None reported,Yes,47000.0
1409,Mercedes-Benz,GLA 250 Base 4MATIC,2018,56578.0,E85 Flex Fuel,208.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,7-Speed A/T,White,Black,None reported,Yes,20900.0
1410,Hyundai,Genesis 4.6,2010,153332.0,Gasoline,378.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,At least 1 accident or damage reported,Yes,10000.0
1411,Cadillac,ATS 3.6L Luxury,2013,89700.0,Gasoline,321.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Red,None reported,Yes,17999.0
1412,Lincoln,Town Car Signature,2002,118600.0,Gasoline,220.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,At least 1 accident or damage reported,Yes,5230.0
1413,GMC,Sierra 1500 SLT,2021,23400.0,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,52000.0
1414,Mercedes-Benz,Sprinter High Roof,2015,110000.0,Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,A/T,White,Gray,None reported,Yes,29000.0
1415,Jaguar,XJ Vanden Plas,2008,87888.0,Gasoline,300.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,11990.0
1416,Lexus,RC 350 Base,2015,73800.0,Gasoline,3.5L V6 24V PDI DOHC,6-Speed Automatic,Black,Black,None reported,Yes,26999.0
1417,Audi,S3 2.0T Premium Plus,2015,78124.0,Gasoline,292.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,None reported,Yes,21500.0
1418,Subaru,WRX Limited,2015,91000.0,Gasoline,268.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Black,At least 1 accident or damage reported,Yes,19000.0
1419,Dodge,Ram 2500 SLT Quad Cab,2003,114000.0,Gasoline,345.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,10700.0
1420,Subaru,WRX Limited,2015,76000.0,Gasoline,268.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,None reported,Yes,21000.0
1421,Audi,RS 4 4.2 quattro L,2008,146500.0,Gasoline,420.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Black,At least 1 accident or damage reported,Yes,30000.0
1422,Porsche,911 Carrera,2007,26021.0,Gasoline,325.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Gray,None reported,Yes,53999.0
1423,Audi,A4 2.0T Premium Plus,2015,73000.0,E85 Flex Fuel,220.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,A/T,Black,Black,At least 1 accident or damage reported,Yes,17200.0
1424,Audi,A4 3.2 Premium Plus quattro,2009,153000.0,Gasoline,265.0HP 3.2L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Beige,None reported,Yes,8700.0
1425,Ford,Excursion Limited,2003,67550.0,Diesel,325.0HP 6.0L 8 Cylinder Engine Diesel Fuel,5-Speed A/T,Gold,Beige,None reported,Yes,30000.0
1426,Ford,Excursion Limited,2004,170000.0,Gasoline,310.0HP 6.8L 10 Cylinder Engine Gasoline Fuel,A/T,Gold,Gold,None reported,Yes,8500.0
1427,Land,Rover Range Rover Sport 5.0L Supercharged Dynamic,2017,53000.0,Gasoline,510.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Beige,None reported,Yes,47500.0
1428,Audi,Q8 3.0T Prestige,2019,54900.0,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Gold,Black,At least 1 accident or damage reported,Yes,48500.0
1429,BMW,X5 xDrive35i,2016,89000.0,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,24000.0
1430,Ford,Bronco Base,2022,6200.0,Gasoline,275.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,7-Speed M/T,Black,Black,None reported,Yes,49000.0
1431,Ford,F-150 XLT,2021,51808.0,Gasoline,5.0L V8 32V PDI DOHC,10-Speed Automatic,Silver,Black,None reported,Yes,42388.0
1432,Hyundai,Genesis Coupe 3.8 Track,2013,89000.0,Gasoline,344.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,At least 1 accident or damage reported,Yes,12500.0
1433,Toyota,Camry LE,1999,86111.0,Gasoline,133.0HP 2.2L 4 Cylinder Engine Gasoline Fuel,A/T,Gold,Beige,At least 1 accident or damage reported,Yes,3500.0
1434,Mercedes-Benz,E-Class E 400 4MATIC,2018,45203.0,Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,9-Speed Automatic,White,Saddle Brown,None reported,Yes,39853.0
1435,Audi,S5 3.0T Prestige,2022,14739.0,Gasoline,3.0L,1-Speed Automatic,Daytona Gray Pearl Effect,Black,None reported,Yes,61900.0
1436,Buick,Enclave Premium,2017,139105.0,Gasoline,3.6L V6 24V GDI DOHC,6-Speed Automatic,Iridium Metallic,Light Titanium,At least 1 accident or damage reported,Yes,17550.0
1437,Lamborghini,Gallardo LP560-4,2010,45014.0,Gasoline,560.0HP 5.2L 10 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,None reported,Yes,109499.0
1438,Ford,Mustang GT Premium,2011,101000.0,Gasoline,412.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Black,None reported,Yes,18500.0
1439,GMC,Yukon XL SLT,2016,93000.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,30000.0
1440,Ford,Mustang V6 Premium,2013,62500.0,Gasoline,305.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,16000.0
1441,Lexus,IS-F Base,2008,75000.0,Gasoline,416.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,At least 1 accident or damage reported,Yes,29000.0
1442,BMW,435 i,2015,34455.0,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Beige,None reported,Yes,28000.0
1443,Land,Rover Range Rover Supercharged,2010,130000.0,Gasoline,510.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,15500.0
1444,Mercedes-Benz,CLA-Class CLA 250,2014,76170.0,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,At least 1 accident or damage reported,Yes,16500.0
1445,GMC,Yukon SLT,2010,194500.0,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,9500.0
1446,BMW,535 i,2008,135000.0,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,5699.0
1447,Dodge,Charger GT,2021,33000.0,Gasoline,300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Gray,At least 1 accident or damage reported,Yes,26999.0
1448,Hyundai,Genesis 3.8,2010,98700.0,Gasoline,290.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Beige,Beige,None reported,Yes,10340.0
1449,Honda,Civic Type R Touring,2018,72900.0,Gasoline,306.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,35500.0
1450,Dodge,Durango R/T,2016,135000.0,Gasoline,360.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,20000.0
1451,Chevrolet,Silverado 1500 Limited High Country,2022,2550.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Red,Black,None reported,Yes,60000.0
1452,Jeep,Grand Cherokee Altitude,2020,35289.0,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Granite Crystal Clearcoat Metallic,Black,None reported,Yes,35470.0
1453,RAM,1500 Laramie,2022,14636.0,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Diamond Black,Black,None reported,Yes,46599.0
1454,Chrysler,Crossfire Limited,2005,24847.0,Gasoline,3.2L V6 18V MPFI SOHC,5-Speed Automatic,White,Dark Gray,None reported,Yes,13046.0
1455,Nissan,Rogue SL,2019,29558.0,Gasoline,2.5L I4 16V MPFI DOHC,Automatic CVT,Magnetic Black,Charcoal,None reported,Yes,25884.0
1456,Audi,A6 55 Premium Plus,2023,6581.0,Gasoline,"3L V-6 gasoline direct injection, DOHC, variable valve control,","Automatic, 7-Spd S tronic Dual-Clutch",Chronos Gray Metallic,Black,None reported,Yes,59900.0
1457,Mercedes-Benz,AMG GT 53 Base,2020,22000.0,Hybrid,429.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,9-Speed A/T,Gray,Black,None reported,Yes,83999.0
1458,Acura,ILX Technology Plus Package,2017,68200.0,Gasoline,201.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,–,At least 1 accident or damage reported,Yes,15750.0
1459,Land,Rover Range Rover P530 SE SWB,2023,2800.0,Gasoline,523.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Red,None reported,Yes,175000.0
1460,Ford,Expedition Platinum,2019,51300.0,Gasoline,3.5L V6 24V GDI DOHC Twin Turbo,10-Speed Automatic,White,Platinum,None reported,Yes,48295.0
1461,BMW,M3 Base,2008,133500.0,Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,18500.0
1462,INFINITI,M37 x,2012,49000.0,Gasoline,330.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,19900.0
1463,BMW,650 i,2008,125470.0,Gasoline,360.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,8000.0
1464,Mazda,RX-8 Grand Touring,2008,81219.0,Gasoline,232.0HP 1.3L Rotary engine Gasoline Fuel,6-Speed M/T,Red,Black,None reported,Yes,8500.0
1465,Porsche,Boxster Base,1999,72000.0,Gasoline,201.0HP 2.5L Flat 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Blue,Gray,None reported,Yes,12250.0
1466,Acura,ILX Premium & A-SPEC Packages,2019,19500.0,Gasoline,201.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,25000.0
1467,Porsche,911 Carrera S,2017,20561.0,Gasoline,420.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed M/T,Red,Black,None reported,Yes,105000.0
1468,Lexus,LX 570 Base,2016,33655.0,Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Brown,None reported,Yes,62900.0
1469,Toyota,Highlander Limited Platinum,2015,135140.0,Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,23500.0
1470,Maserati,Ghibli Base,2015,73000.0,Gasoline,345.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Brown,None reported,Yes,17999.0
1471,Land,Rover Range Rover 3.0L Supercharged HSE,2017,55000.0,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,At least 1 accident or damage reported,Yes,58000.0
1472,Chevrolet,Cruze LTZ,2013,87000.0,Gasoline,138.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,At least 1 accident or damage reported,Yes,10000.0
1473,BMW,325 xi,2006,137825.0,Gasoline,215.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,None reported,Yes,4000.0
1474,Acura,MDX Technology,2008,184421.0,Gasoline,300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,5000.0
1475,Lincoln,MKC Base,2015,95000.0,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,14900.0
1476,Kia,Sportage Nightfall,2022,26468.0,Gasoline,2.4L I4 16V GDI DOHC,6-Speed Automatic,Pacific Blue,Black,At least 1 accident or damage reported,Yes,27875.0
1477,Bentley,Arnage R,2003,55050.0,Gasoline,400.0HP 6.75L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Gray,Gray,None reported,Yes,34995.0
1478,Kia,Sorento LX,2021,54200.0,Gasoline,191.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,23800.0
1479,Lexus,SC 430 Base,2002,109762.0,Gasoline,300.0HP 4.3L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Brown,None reported,Yes,15000.0
1480,Land,Rover Range Rover Evoque Base,2012,92080.0,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,None reported,Yes,14500.0
1481,Acura,TLX Type S w/Performance Tire,2023,1798.0,Gasoline,355.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,53000.0
1482,GMC,Sierra 1500 SLE Crew Cab,2006,167500.0,Gasoline,295.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,14500.0
1483,GMC,Sierra 1500 Denali Ultimate,2023,2500.0,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Brown,None reported,Yes,84000.0
1484,Mercedes-Benz,E-Class E 400,2016,77000.0,Gasoline,329.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,24000.0
1485,MINI,Hardtop Cooper,2019,19850.0,Gasoline,134.0HP 1.5L 3 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,24000.0
1486,Ford,Bronco Outer Banks Advanced,2023,3400.0,Gasoline,275.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Gray,None reported,Yes,57000.0
1487,Ford,Bronco,2021,3596.0,Gasoline,2.7L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Blue,Black Onyx,None reported,Yes,56900.0
1488,Ford,F-350 Lariat Super Duty Crew Cab,2009,130200.0,Diesel,350.0HP 6.4L 8 Cylinder Engine Diesel Fuel,5-Speed A/T,White,Beige,None reported,Yes,28900.0
1489,Land,Rover Discovery Sport SE,2017,48200.0,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Gray,None reported,Yes,24998.0
1490,GMC,Yukon XL SLT,2016,183544.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,22000.0
1491,Ford,Focus RS Base,2016,14900.0,Gasoline,350.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,None reported,Yes,39000.0
1492,Ford,Bronco Badlands Advanced,2022,4200.0,Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,Black,None reported,Yes,65994.0
1493,Hyundai,Genesis 5,2012,15698.0,Gasoline,429.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,19000.0
1494,Jeep,Wrangler Unlimited Rubicon,2022,1750.0,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Brown,None reported,Yes,65500.0
1495,BMW,X4 xDrive30i,2022,34800.0,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Brown,None reported,Yes,46000.0
1496,Jaguar,F-PACE S,2020,35580.0,Gasoline,3.0 Liter,Automatic,Eiger Grey Metallic,Ebony/Light Oyster Stitch,None reported,Yes,46998.0
1497,Acura,RSX Type S,2006,71400.0,Gasoline,201.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Gray,None reported,Yes,14990.0
1498,Mazda,MX-5 Miata Base,2003,9260.0,Gasoline,142.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,White,Beige,None reported,Yes,22000.0
1499,GMC,Yukon XL SLT,2023,28500.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,67800.0
1500,Mercedes-Benz,E-Class E 350 4MATIC,2008,91900.0,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Black,Black,None reported,Yes,8900.0
1501,INFINITI,G35 Base,2004,130000.0,Gasoline,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Beige,Beige,None reported,Yes,7500.0
1502,Cadillac,XTS Premium,2013,56860.0,Gasoline,3.6L V6 24V GDI DOHC,6-Speed Automatic,White Diamond Tri-Coat,Shale,At least 1 accident or damage reported,Yes,21995.0
1503,MINI,Hardtop Cooper S,2017,44300.0,Gasoline,189.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,20784.0
1504,BMW,X5 xDrive35i,2014,120000.0,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,20000.0
1505,Mercedes-Benz,SL-Class SL 550,2013,72500.0,Gasoline,429.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Beige,None reported,Yes,31450.0
1506,RAM,1500 Tradesman/Express,2017,72000.0,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Beige,At least 1 accident or damage reported,Yes,24200.0
1507,BMW,135 i,2011,132000.0,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Beige,None reported,Yes,11000.0
1508,Rolls-Royce,Phantom,2018,7585.0,Gasoline,6.8L V12 48V GDI DOHC Twin Turbo,8-Speed Automatic,–,–,None reported,Yes,599000.0
1509,Hyundai,IONIQ 5 SE,2022,18500.0,,320.0HP Electric Motor Electric Fuel System,A/T,White,Black,None reported,Yes,42000.0
1510,Lexus,LS 430 Base,2002,42000.0,Gasoline,290.0HP 4.3L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,At least 1 accident or damage reported,Yes,15999.0
1511,Jaguar,F-PACE S,2023,4624.0,Gasoline,2.0 Liter,Automatic,Santorin Black,Black,None reported,Yes,56998.0
1512,BMW,M5 Base,2006,106000.0,Gasoline,500.0HP 5.0L 10 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,19500.0
1513,Hyundai,Santa Fe SE,2022,13610.0,Gasoline,2.5L I4 16V PDI DOHC,8-Speed Automatic,Stormy Sea,Black,None reported,Yes,27450.0
1514,Lamborghini,Urus Base,2019,16876.0,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Gray,Brown,None reported,Yes,209900.0
1515,Ford,Expedition Timberline,2023,8911.0,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Dark Matter Metallic,Black Onyx,At least 1 accident or damage reported,Yes,77430.0
1516,Chevrolet,Silverado 1500 LT Trail Boss,2021,48641.0,Gasoline,5.3L V8 16V GDI OHV,10-Speed Automatic,Silver Ice Metallic,Jet Black,None reported,Yes,43666.0
1517,GMC,Sierra 1500 SLT,2021,11250.0,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,70250.0
1518,Ford,Mustang Premium,2007,126000.0,Gasoline,210.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Black,None reported,Yes,9000.0
1519,BMW,M5 Base,2008,77750.0,Gasoline,500.0HP 5.0L 10 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Silver,None reported,Yes,21000.0
1520,Toyota,Tacoma SR,2020,27363.0,Gasoline,278.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Gray,None reported,Yes,35000.0
1521,Porsche,Cayenne Base,2019,30951.0,Gasoline,3.0L V6 24V GDI DOHC Turbo,8-Speed Automatic,White,Black,None reported,Yes,80140.0
1522,Ford,F-150 Lightning XLT,2023,208.0,,563.0HP Electric Motor Electric Fuel System,A/T,Gray,Gold,None reported,Yes,89000.0
1523,Dodge,Durango GT,2021,20386.0,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Billet Clearcoat Metallic,Black,None reported,Yes,32999.0
1524,BMW,330e iPerformance,2018,45253.0,Plug-In Hybrid,247.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,24995.0
1525,GMC,Terrain Denali,2016,144000.0,Gasoline,301.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,18400.0
1526,Ford,Excursion Limited,2004,76163.0,Diesel,325.0HP 6.0L 8 Cylinder Engine Diesel Fuel,5-Speed A/T,Gold,Gold,None reported,Yes,20500.0
1527,Hyundai,Genesis 3.8,2015,61300.0,Gasoline,311.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Gray,None reported,Yes,20150.0
1528,Mitsubishi,Mirage ES,2017,35698.0,Gasoline,78.0HP 1.2L 3 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,8750.0
1529,Mercedes-Benz,E-Class E 350 4MATIC,2010,27000.0,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,22500.0
